condition,date,floors,price,view,waterfront,yr_built,yr_renovated,sqft_above,sqft_basement,sqft_living,sqft_lot,bathrooms,bedrooms,street,city,statezip,country
3,20140521T000000,2.0,299900.0,0,0,2002,,2720,0,2720,6014,2.5,3,29820 125th Pl SE,Auburn,WA 98092,USA
3,20140521T000000,1.0,691000.0,0,0,1972,,1700,850,2550,8632,2.75,4,4118 107th Pl NE,Kirkland,WA 98033,USA
4,20140521T000000,1.0,195000.0,0,0,1972,,1080,0,1080,3899,1.0,2,24807 10th Ave S,Des Moines,WA 98198,USA
4,20140521T000000,1.0,405000.0,1,0,1962,,1570,900,2470,9620,1.75,3,1018 S 226th St,Des Moines,WA 98198,USA
5,20140521T000000,1.0,360000.0,2,0,1909,,550,300,850,7710,0.75,2,2458 S Ferdinand St,Seattle,WA 98108,USA
3,20140521T000000,1.0,256750.0,0,0,1969,,1570,420,1990,8991,2.5,3,23255 133rd Ave SE,Kent,WA 98042,USA
3,20140521T000000,2.0,332500.0,0,0,1995,,1800,0,1800,10500,2.25,3,23902 231st Pl SE,Maple Valley,WA 98038,USA
3,20140521T000000,2.0,975000.0,0,0,1977,,4850,0,4850,36450,4.0,5,13600 NE 36th Pl,Bellevue,WA 98005,USA
3,20140521T000000,1.0,218000.0,0,0,1956,,1020,0,1020,7874,1.0,3,9455 8th Ave SW,Seattle,WA 98106,USA
3,20140521T000000,2.0,429000.0,0,0,1985,,1860,560,2420,49928,2.5,3,24998 SE 155th Pl,Issaquah,WA 98027,USA
3,20140521T000000,2.0,589000.0,2,0,1998,,2910,0,2910,5776,2.5,4,6907 Fairway Ave SE,Snoqualmie,WA 98065,USA
3,20140521T000000,1.0,255000.0,0,0,1973,2013,1060,0,1060,9039,1.5,3,19300 142nd Pl SE,Renton,WA 98058,USA
3,20140521T000000,1.0,668750.0,2,0,1964,,1590,750,2340,6420,2.5,4,2148 NW 197th St,Shoreline,WA 98177,USA
3,20140521T000000,1.0,344500.0,0,0,2002,,1050,750,1800,5453,2.75,4,1816 Talbot Rd S,Renton,WA 98055,USA
3,20140521T000000,1.0,452000.0,0,0,1945,,850,810,1660,6150,2.0,4,7308 28th Ave SW,Seattle,WA 98126,USA
3,20140521T000000,1.0,540000.0,0,0,1983,,1300,0,1300,62290,1.75,3,26933 NE Union Hill Rd,Redmond,WA 98053,USA
3,20140521T000000,1.0,246000.0,0,0,1953,,1780,0,1780,23819,1.5,3,12432 16th Ave S,Seattle,WA 98168,USA
3,20140521T000000,1.0,535000.0,0,0,1939,,920,110,1030,4841,1.0,2,1317 N 79th St,Seattle,WA 98103,USA
3,20140521T000000,1.0,970000.0,3,0,1963,2013,1130,1660,2790,5420,3.25,4,19400-19498 23rd Ave NW,Shoreline,WA 98177,USA
5,20140521T000000,1.0,430000.0,0,0,1906,,1150,0,1150,3000,1.0,3,945 N 80th St,Seattle,WA 98103,USA
3,20140521T000000,2.0,520000.0,0,0,1992,,3290,0,3290,11446,2.5,4,8020 NE 153rd Pl,Kenmore,WA 98028,USA
3,20140521T000000,2.0,712000.0,0,0,2001,,3400,0,3400,247421,2.5,4,27728 SE 268th St,Ravensdale,WA 98051,USA
3,20140521T000000,1.0,450000.0,0,0,1940,,1070,130,1200,4000,1.0,2,3026 37th Ave SW,Seattle,WA 98126,USA
3,20140521T000000,2.0,220000.0,0,0,1993,,2160,0,2160,8005,2.5,4,767 Oakhurst Dr,Pacific,WA 98047,USA
4,20140521T000000,1.0,525000.0,1,0,1948,,950,500,1450,4000,1.0,3,5155 54th Ave S,Seattle,WA 98118,USA
3,20140521T000000,2.0,1220000.0,0,0,2008,,2060,1180,3240,3600,2.5,4,2433 1st Ave N,Seattle,WA 98109,USA
3,20140521T000000,2.0,540000.0,0,0,2007,,1000,470,1470,1691,2.0,3,1032 NE 63rd St,Seattle,WA 98115,USA
3,20140521T000000,2.0,600000.0,0,0,2001,,2360,0,2360,5226,2.5,4,8410 NE 124th St,Kirkland,WA 98034,USA
4,20140521T000000,2.0,600000.0,0,0,1987,,2230,0,2230,9053,2.25,3,5718 147th Ave NE,Bellevue,WA 98007,USA
3,20140521T000000,2.0,625000.0,0,0,1986,,2630,0,2630,48706,2.5,4,16021 NE 203rd Pl,Woodinville,WA 98072,USA
3,20140521T000000,1.0,150000.0,0,0,1966,,1010,0,1010,25000,1.0,3,10626 Kelly Rd NE,Coronation,WA 98014,USA
3,20140521T000000,2.0,389999.0,0,0,2003,,1300,145,1445,1471,2.25,3,206 Lingering Pine Dr NW,Issaquah,WA 98027,USA
3,20140521T000000,1.5,285000.0,0,0,1935,,1320,1060,2380,6000,1.75,3,8723 S 117th St,Seattle,WA 98178,USA
3,20140521T000000,2.0,744000.0,0,0,1998,,2830,0,2830,13059,2.75,4,26592 SE 15th St,Sammamish,WA 98075,USA
3,20140521T000000,2.0,700000.0,0,0,1996,,3010,0,3010,46173,2.5,4,4375 279th Ave NE,Redmond,WA 98053,USA
4,20140521T000000,1.0,318989.0,0,0,1978,,2000,0,2000,9000,2.25,4,4231 SW 323rd St,Federal Way,WA 98023,USA
3,20140521T000000,2.0,556000.0,0,0,1998,,2020,0,2020,3600,2.25,3,13031 NE 70th Dr,Kirkland,WA 98033,USA
3,20140521T000000,2.0,275000.0,0,0,1993,,2030,0,2030,6326,2.5,3,23418 SE 282nd Pl,Maple Valley,WA 98038,USA
3,20140521T000000,2.0,430000.0,0,0,1994,,2550,0,2550,11160,2.75,3,14540 5th Ave NE,Shoreline,WA 98155,USA
3,20140521T000000,1.0,300000.0,0,0,1949,,970,0,970,13700,1.0,2,9807 22nd Ave SW,Seattle,WA 98106,USA
5,20140521T000000,1.0,396450.0,0,0,1967,,1540,0,1540,12446,1.75,3,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA
3,20140521T000000,1.0,225000.0,0,0,1940,1997,1396,0,1396,111949,1.0,2,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA
3,20140521T000000,2.0,700000.0,0,0,2006,,2780,0,2780,7875,3.25,4,543 N 138th St,Seattle,WA 98133,USA
3,20140521T000000,1.0,260000.0,0,0,1977,,2220,0,2220,8797,2.0,6,142 11th St SE,Auburn,WA 98002,USA
3,20140521T000000,2.0,655000.0,3,0,1994,,1670,680,2350,13402,3.5,4,11221 NE 106th Pl,Kirkland,WA 98033,USA
5,20140521T000000,2.0,1185000.0,0,0,1978,,2760,0,2760,40946,2.25,3,13204 NE 45th St,Bellevue,WA 98005,USA
3,20140521T000000,2.0,1550000.0,0,0,1992,,4460,0,4460,26027,2.5,3,126th Ln NE,Kirkland,WA 98033,USA
3,20140521T000000,1.0,413800.0,0,0,2007,,1440,0,1440,4421,2.0,3,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA
3,20140521T000000,2.0,950000.0,2,0,2006,,3570,1760,5330,6000,3.75,5,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
3,20140521T000000,2.0,334990.0,0,0,2014,,2220,0,2220,4228,2.5,4,11283-11399 5th Ave SW,Seattle,WA 98146,USA
3,20140521T000000,2.0,2700000.0,2,0,2005,,3745,1560,5305,8401,4.75,5,1010 6th St W,Kirkland,WA 98033,USA
3,20140521T000000,2.0,1030000.0,3,0,2009,,3700,180,3880,13095,4.0,3,8090 Juanita Dr NE,Kirkland,WA 98034,USA
3,20140521T000000,1.0,1130000.0,1,0,2007,,2680,1130,3810,8519,3.25,4,10022 NE 110th St,Kirkland,WA 98033,USA
3,20140521T000000,2.0,556000.0,0,0,2007,,1600,360,1960,1168,3.0,3,1150 NE Park Dr,Issaquah,WA 98029,USA
3,20140521T000000,3.0,360000.0,0,0,2009,,1530,0,1530,1131,2.5,3,933 N 97th St,Seattle,WA 98103,USA
4,20140522T000000,2.0,480000.0,0,0,1983,,3250,0,3250,34293,2.25,4,28030 185th Pl SE,Kent,WA 98042,USA
3,20140522T000000,2.0,324000.0,0,0,1994,,1750,0,1750,7208,2.5,3,11201 SE 190th Pl,Renton,WA 98055,USA
3,20140522T000000,2.0,1050000.0,0,0,1983,,3440,0,3440,35021,3.25,4,11704 NE 41st St,Kirkland,WA 98033,USA
5,20140522T000000,1.0,275000.0,0,0,1962,,880,290,1170,14149,0.75,1,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA
3,20140522T000000,1.0,180000.0,0,0,1969,2014,870,0,870,5330,1.0,3,19654 SE 260th St,Covington,WA 98042,USA
3,20140522T000000,2.0,749000.0,0,0,1998,,2930,0,2930,18199,2.5,4,1645 219th Pl SE,Sammamish,WA 98075,USA
4,20140522T000000,1.0,1600000.0,2,0,1966,,1820,1340,3160,12824,2.5,3,9410 Lake Washington Blvd NE,Bellevue,WA 98004,USA
3,20140522T000000,1.0,373500.0,0,0,1918,,800,0,800,3330,1.0,2,108 NW 41st St,Seattle,WA 98107,USA
4,20140522T000000,2.0,770000.0,0,0,1987,,2350,0,2350,8001,2.5,4,14019 SE 61st Pl,Bellevue,WA 98006,USA
3,20140522T000000,1.0,356000.0,0,0,1977,,1060,0,1060,16470,1.75,2,15523 187th Ave NE,Woodinville,WA 98072,USA
4,20140522T000000,1.0,625000.0,0,0,1984,,1350,710,2060,12558,1.75,3,6619 147th Ct NE,Redmond,WA 98052,USA
4,20140522T000000,1.0,494400.0,0,0,1904,,780,780,1560,1750,1.75,2,115 Blaine St,Seattle,WA 98109,USA
3,20140522T000000,1.0,585000.0,3,0,1950,,1500,1500,3000,42200,1.75,4,3901 Park Ave N,Renton,WA 98056,USA
3,20140522T000000,2.0,926300.0,0,0,1907,,1660,0,1660,4800,1.5,3,1814 1st Ave W,Seattle,WA 98119,USA
5,20140522T000000,1.0,600000.0,0,0,1908,,1040,610,1650,5100,1.75,3,547 NE 81st St,Seattle,WA 98115,USA
3,20140522T000000,2.0,430000.0,0,0,1990,,2450,770,3220,8936,3.0,4,20301 96th Ave S,Kent,WA 98031,USA
3,20140522T000000,1.0,307000.0,0,0,1976,,2320,0,2320,7500,1.5,3,26905 NE Cherry St,Duvall,WA 98019,USA
3,20140522T000000,1.0,604700.0,3,0,1981,,1720,1030,2750,14982,2.75,4,27318 10th Pl S,Des Moines,WA 98198,USA
2,20140522T000000,1.0,219900.0,0,0,1956,,910,0,910,6000,1.0,3,303 SW 108th St,Seattle,WA 98146,USA
3,20140522T000000,2.0,270000.0,0,0,2005,,840,0,840,867,1.5,2,9122 23rd Ave NE,Seattle,WA 98115,USA
3,20140522T000000,2.0,432000.0,0,0,2007,,1090,380,1470,1578,2.25,3,7202 California Ave SW,Seattle,WA 98136,USA
4,20140522T000000,1.0,300000.0,0,0,1943,,2040,0,2040,10812,2.0,6,555 Index Ave NE,Renton,WA 98056,USA
4,20140522T000000,1.5,361000.0,4,0,1922,,1100,0,1100,4046,1.0,3,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA
4,20140522T000000,1.0,249950.0,0,0,1959,,940,0,940,8532,1.0,2,628 SW 136th St,Burien,WA 98166,USA
5,20140522T000000,1.0,320000.0,0,0,1978,,1110,0,1110,10500,2.0,3,17040 426th Ave SE,North Bend,WA 98045,USA
5,20140522T000000,1.5,305000.0,0,0,1942,,1400,800,2200,8100,1.75,4,12036 23rd Ave S,Seattle,WA 98168,USA
3,20140522T000000,1.0,503000.0,4,1,1948,2003,1510,1350,2860,59612,1.75,2,4338 SW 307th St,Federal Way,WA 98023,USA
2,20140522T000000,1.0,235750.0,0,0,1938,,740,0,740,11250,1.0,2,11050 24th Pl SW,Seattle,WA 98146,USA
3,20140522T000000,1.0,657000.0,2,0,1954,,1370,1370,2740,8520,1.75,4,5524 S Morgan St,Seattle,WA 98118,USA
4,20140522T000000,1.0,385000.0,0,0,1956,,1250,0,1250,7300,1.0,3,16204 SE 8th St,Bellevue,WA 98008,USA
3,20140522T000000,2.0,389950.0,0,0,1991,,3140,0,3140,8060,2.5,4,32800 7th Ave SW,Federal Way,WA 98023,USA
3,20140522T000000,1.0,150000.0,0,0,1954,,820,0,820,10270,1.0,2,10218 Aqua Way S,Seattle,WA 98168,USA
3,20140522T000000,2.0,254500.0,0,0,1998,,1720,850,2570,7264,2.75,4,1621 56th Ct SE,Auburn,WA 98092,USA
4,20140522T000000,1.0,555000.0,0,0,1977,,1430,920,2350,8140,2.25,4,15800 SE 50th St,Bellevue,WA 98006,USA
4,20140522T000000,1.0,1075000.0,4,0,1976,,2100,1500,3600,9200,3.0,4,2646 168th Ave SE,Bellevue,WA 98008,USA
3,20140522T000000,1.0,245000.0,0,0,1967,,1040,540,1580,8000,2.0,4,2306 S 284th Pl,Federal Way,WA 98003,USA
5,20140522T000000,1.0,319950.0,2,0,1949,,1070,0,1070,5824,1.0,2,7057 S Lakeridge Dr,Seattle,WA 98178,USA
5,20140522T000000,1.0,337000.0,0,0,1951,,1070,0,1070,6109,1.0,3,12551 Roosevelt Way NE,Seattle,WA 98125,USA
3,20140522T000000,2.0,492000.0,0,0,1907,1983,1640,0,1640,5000,2.0,4,639 NW 52nd St,Seattle,WA 98107,USA
4,20140522T000000,2.0,1170000.0,3,0,1987,,2830,60,2890,12130,2.75,3,4506 Lake Washington Blvd NE,Kirkland,WA 98033,USA
3,20140522T000000,1.0,348580.0,0,0,1966,,1220,0,1220,7876,1.0,3,14405 105th Ave NE,Kirkland,WA 98034,USA
3,20140522T000000,1.0,180000.0,0,0,1922,,900,500,1400,4500,1.0,2,309 Hardie Ave NW,Renton,WA 98057,USA
3,20140522T000000,1.0,400000.0,0,0,1942,,1040,0,1040,6250,1.0,3,5440 42nd Ave SW,Seattle,WA 98136,USA
5,20140522T000000,1.0,295000.0,0,0,1978,,980,0,980,10640,2.0,4,17026 426th Ave SE,North Bend,WA 98045,USA
3,20140522T000000,1.5,910000.0,0,0,1963,2000,2240,1100,3340,10890,3.25,4,15243 NE 71st Ct,Redmond,WA 98052,USA
3,20140522T000000,2.0,1150000.0,0,0,1996,,4100,1940,6040,219542,4.5,6,4616 252nd Ave SE,Issaquah,WA 98029,USA
3,20140522T000000,2.0,431500.0,0,0,2008,,1430,470,1900,1612,3.5,3,6527 41st Ave SW,Seattle,WA 98136,USA
3,20140522T000000,1.0,180000.0,0,0,1962,,1020,720,1740,7292,1.5,4,13904 24th Ave S,SeaTac,WA 98168,USA
4,20140522T000000,1.0,677000.0,0,0,1916,,1100,900,2000,3207,2.0,3,1330 N Lucas Pl,Seattle,WA 98103,USA
3,20140522T000000,1.0,1180500.0,0,0,1973,,1090,520,1610,7200,1.75,3,1015 36th Ave E,Seattle,WA 98112,USA
3,20140522T000000,1.0,635700.0,0,0,1977,,1860,1380,3240,13978,2.5,4,2069 211th Ave NE,Sammamish,WA 98074,USA
3,20140522T000000,1.0,482000.0,0,0,1978,,1320,910,2230,9600,2.25,5,16218 195th Pl NE,Woodinville,WA 98077,USA
3,20140522T000000,2.0,168000.0,0,0,1998,,1160,0,1160,2174,2.5,2,8601-8633 26th Ave SW,Seattle,WA 98106,USA
5,20140522T000000,1.0,805000.0,0,0,1950,,1410,1000,2410,6000,2.75,4,3210 NW 58th St,Seattle,WA 98107,USA
3,20140522T000000,1.5,398000.0,0,0,1983,,590,0,590,10945,1.0,2,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA
3,20140522T000000,2.0,665000.0,0,0,1996,,2600,0,2600,17388,2.5,4,14623 SE 82nd Ct,Newcastle,WA 98059,USA
4,20140522T000000,1.0,592500.0,0,0,1968,,1370,800,2170,8240,3.0,4,18504 NE 21st St,Redmond,WA 98052,USA
3,20140522T000000,1.5,940000.0,0,0,1912,2000,2080,0,2080,4000,2.75,4,6042 Sycamore Ave NW,Seattle,WA 98107,USA
3,20140522T000000,2.0,655000.0,0,0,1999,,2860,0,2860,12394,2.5,4,2853 234th Ave SE,Sammamish,WA 98075,USA
3,20140522T000000,2.0,622500.0,0,0,2000,,2980,0,2980,8107,2.5,4,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,USA
3,20140522T000000,2.0,380000.0,0,0,2011,,1060,170,1230,987,2.5,2,2031 S Washington St,Seattle,WA 98144,USA
4,20140522T000000,1.0,648360.0,1,0,1947,,1130,1130,2260,7005,1.75,4,137 18th Ave,Kirkland,WA 98033,USA
3,20140522T000000,1.0,432000.0,0,0,1982,,1100,1100,2200,14925,2.75,3,21013 NE 60th Pl,Redmond,WA 98053,USA
4,20140522T000000,1.5,1050000.0,0,0,1988,,3030,0,3030,12590,2.5,4,3255 111th Ave SE,Bellevue,WA 98004,USA
3,20140522T000000,2.0,353250.0,0,0,1979,,1060,0,1060,1600,1.0,2,1523 30th Ave S,Seattle,WA 98144,USA
3,20140522T000000,2.0,1000000.0,0,0,1996,,4260,0,4260,18687,3.0,4,2432 267th Ct SE,Sammamish,WA 98075,USA
3,20140522T000000,2.0,320000.0,0,0,2007,,798,200,998,844,2.25,3,820 NW 95th St,Seattle,WA 98117,USA
3,20140522T000000,2.0,349900.0,0,0,2014,,2052,0,2052,3723,2.5,4,35650 30th Ave S,Federal Way,WA 98003,USA
3,20140522T000000,2.0,330000.0,0,0,2005,,3150,0,3150,6202,3.5,4,22547 134th Pl SE,Kent,WA 98042,USA
4,20140522T000000,1.0,408000.0,0,0,2006,,1950,0,1950,7221,2.25,3,3742 S 192nd St,SeaTac,WA 98188,USA
3,20140522T000000,3.0,321000.0,0,0,2010,,1347,0,1347,1292,2.25,3,14007-14017 35th Ave NE,Seattle,WA 98125,USA
3,20140522T000000,2.5,1051000.0,0,0,2007,,3860,0,3860,5474,3.75,4,2603 NE Davis Loop,Issaquah,WA 98029,USA
3,20140522T000000,2.0,2150000.0,0,0,2008,,5060,0,5060,10320,5.5,4,1500-1598 98th Ave NE,Bellevue,WA 98004,USA
3,20140522T000000,3.0,359000.0,0,0,2008,,1360,0,1360,885,1.5,3,709 N 94th St,Seattle,WA 98103,USA
3,20140522T000000,2.0,300000.0,0,0,2006,,2760,0,2760,6000,2.5,5,843 S Rose St,Seattle,WA 98108,USA
3,20140522T000000,2.0,380000.0,0,0,2013,,2420,0,2420,4670,3.5,5,8803 38th Ave S,Seattle,WA 98118,USA
3,20140522T000000,2.0,660000.0,0,0,2010,,2450,0,2450,4332,2.5,3,10741 242nd Pl NE,Redmond,WA 98053,USA
3,20140522T000000,3.0,355000.0,0,0,2005,,1280,0,1280,959,2.25,3,8526 Nesbit Ave N,Seattle,WA 98103,USA
3,20140522T000000,2.0,259000.0,0,0,2011,,1550,0,1550,3569,2.5,3,1506 51st St NE,Auburn,WA 98002,USA
3,20140522T000000,2.0,353000.0,0,0,2008,,550,0,550,1279,1.0,1,1620 14th Ave,Seattle,WA 98122,USA
3,20140522T000000,2.0,430000.0,0,0,2007,,1240,280,1520,1588,2.5,2,2310 15th Ave S,Seattle,WA 98144,USA
4,20140523T000000,1.5,460000.0,0,0,1939,,1170,500,1670,4005,1.0,3,8030 18th Ave NW,Seattle,WA 98117,USA
2,20140523T000000,1.0,80000.0,0,0,1912,,430,0,430,5050,0.75,1,32215 E Rutherford St,Coronation,WA 98014,USA
4,20140523T000000,2.0,782000.0,0,0,1991,,2380,0,2380,9614,2.5,4,16810 SE 47th Way,Bellevue,WA 98006,USA
5,20140523T000000,1.0,218000.0,0,0,1982,,960,0,960,9633,1.0,3,506 Harmony Ln,Enumclaw,WA 98022,USA
3,20140523T000000,1.0,325000.0,2,0,1952,,1120,800,1920,6862,1.0,3,4602 S Fletcher St,Seattle,WA 98118,USA
3,20140523T000000,1.0,980000.0,3,0,1967,,2060,1620,3680,5854,3.0,4,1414 Magnolia Blvd W,Seattle,WA 98199,USA
5,20140523T000000,1.0,902000.0,0,0,1976,,1570,960,2530,9200,2.25,4,4632 141st Ct SE,Bellevue,WA 98006,USA
3,20140523T000000,2.0,556000.0,0,0,1991,,3840,0,3840,16905,2.5,5,739 SW 337th St,Federal Way,WA 98023,USA
5,20140523T000000,1.5,662990.0,0,0,1926,,1240,0,1240,3600,1.75,3,2552 57th Ave SW,Seattle,WA 98116,USA
4,20140523T000000,1.5,225000.0,0,0,1975,,1300,0,1300,11867,1.0,2,33023 SE 310th St,Ravensdale,WA 98051,USA
3,20140523T000000,2.0,439950.0,0,0,2002,,2380,0,2380,12067,2.5,4,313 Mt Baker Pl NE,Renton,WA 98059,USA
5,20140523T000000,1.0,175000.0,0,0,1958,,1300,0,1300,44431,1.0,2,30557 55th Ave S,Auburn,WA 98001,USA
4,20140523T000000,1.0,306000.0,0,0,1946,1989,780,0,780,13500,1.0,2,15210 Mink Rd NE,Woodinville,WA 98077,USA
3,20140523T000000,1.0,235000.0,0,0,1970,,1230,580,1810,39639,2.5,4,17421 SE Covington Sawyer Rd,Kent,WA 98042,USA
3,20140523T000000,2.0,399500.0,0,0,1911,1986,2420,0,2420,12676,1.75,3,227 W Park St,North Bend,WA 98045,USA
3,20140523T000000,1.5,478000.0,0,0,1910,2014,1280,0,1280,2580,1.0,3,6008 8th Ave NE,Seattle,WA 98115,USA
4,20140523T000000,1.0,515000.0,0,0,1941,,1140,540,1680,6500,1.0,2,5906 44th Ave SW,Seattle,WA 98136,USA
3,20140523T000000,2.0,550000.0,0,0,1992,,2510,0,2510,5400,2.5,3,919 N 33rd St,Renton,WA 98056,USA
3,20140523T000000,1.0,149000.0,0,0,1955,,1700,0,1700,8645,1.0,3,12701 2nd Ave SW,Seattle,WA 98146,USA
3,20140523T000000,1.0,526000.0,0,0,1992,,960,720,1680,3420,1.75,3,7717 35th Ave NE,Seattle,WA 98115,USA
3,20140523T000000,1.0,527550.0,0,0,1999,,820,0,820,59677,0.75,1,7608 N Fork Rd SE,Snoqualmie,WA 98065,USA
5,20140523T000000,2.0,1050000.0,0,0,1983,,4380,0,4380,42769,4.0,3,17301 NE 131st St,Redmond,WA 98052,USA
3,20140523T000000,1.0,625000.0,0,0,1984,,2600,0,2600,10092,2.5,3,22922 NE 14th St,Sammamish,WA 98074,USA
3,20140523T000000,2.0,950000.0,0,0,1999,,3400,0,3400,7452,3.25,5,15251 NE 6th St,Bellevue,WA 98007,USA
4,20140523T000000,1.0,377691.0,0,0,1942,,1320,800,2120,8399,1.75,5,18318 Meridian Ave N,Shoreline,WA 98133,USA
3,20140523T000000,1.0,648475.0,0,0,1951,,1200,1050,2250,5700,2.75,4,2436 Dexter Ave N,Seattle,WA 98109,USA
4,20140523T000000,1.0,383000.0,0,0,1942,,1200,600,1800,5612,1.0,3,8639 36th Ave SW,Seattle,WA 98126,USA
3,20140523T000000,2.0,535000.0,0,0,1994,,2210,0,2210,7620,2.5,3,10526 157th Ave NE,Redmond,WA 98052,USA
3,20140523T000000,2.0,449950.0,0,0,1923,1982,1560,0,1560,4080,2.0,3,828 NE 83rd St,Seattle,WA 98115,USA
3,20140523T000000,1.0,465425.0,0,0,1967,,2430,0,2430,20720,2.75,4,14951 NE 204th St,Woodinville,WA 98072,USA
4,20140523T000000,2.0,675000.0,0,0,1987,,2560,0,2560,36601,2.5,4,26007 SE 27th St,Sammamish,WA 98075,USA
5,20140523T000000,1.5,599000.0,0,0,1926,,1410,550,1960,2500,2.75,3,427 N 63rd St,Seattle,WA 98103,USA
4,20140523T000000,1.0,416000.0,0,0,1963,,1110,0,1110,9762,1.5,3,14222 NE 80th Pl,Redmond,WA 98052,USA
3,20140523T000000,1.0,595000.0,0,0,1924,,830,200,1030,4500,1.5,2,2726 Mayfair Ave N,Seattle,WA 98109,USA
3,20140523T000000,1.0,200000.0,0,0,1966,,1350,0,1350,11507,1.0,4,19516-19598 108th Ave SE,Renton,WA 98055,USA
3,20140523T000000,2.0,402000.0,0,0,2005,,1540,0,1540,1827,2.0,3,2460 NE Park Dr,Issaquah,WA 98029,USA
4,20140523T000000,1.0,433000.0,0,0,1966,,1010,820,1830,9600,1.75,4,16130 SE Newport Way,Bellevue,WA 98006,USA
3,20140523T000000,2.0,275000.0,0,0,1979,,1930,0,1930,15531,1.5,4,28616 28th Pl S,Federal Way,WA 98003,USA
3,20140523T000000,1.5,410000.0,0,0,1983,,1650,0,1650,9641,2.0,3,12721 83rd Ct NE,Kirkland,WA 98034,USA
3,20140523T000000,1.0,554820.0,2,0,1965,1982,2210,1300,3510,12905,2.0,4,1962 SW 172nd St,Burien,WA 98166,USA
3,20140523T000000,1.0,1325000.0,3,0,1988,,1860,1510,3370,7920,3.0,4,3524 NW 67th St,Seattle,WA 98117,USA
3,20140523T000000,2.0,735000.0,0,0,1984,,2390,0,2390,9157,2.5,3,14500-14526 NE 61st St,Redmond,WA 98052,USA
4,20140523T000000,1.0,607000.0,0,0,1951,,1230,0,1230,8114,1.0,3,3126 108th Ave SE,Bellevue,WA 98004,USA
4,20140523T000000,2.0,549900.0,0,0,1987,,2830,0,2830,213879,3.0,4,34422 176th Ave SE,Auburn,WA 98092,USA
3,20140523T000000,1.0,258000.0,0,0,1988,,1310,310,1620,7540,1.75,3,21659 SE 266th St,Maple Valley,WA 98038,USA
5,20140523T000000,1.5,661254.0,0,0,1940,,1690,600,2290,6250,4.0,4,2319 41st Ave SW,Seattle,WA 98116,USA
3,20140523T000000,1.0,945000.0,0,0,1952,,1420,1420,2840,13367,2.0,4,9723 NE 15th St,Clyde Hill,WA 98004,USA
3,20140523T000000,2.0,799950.0,0,0,1993,,4220,0,4220,196817,3.5,4,5002 Jasmine Ave SE,Auburn,WA 98092,USA
3,20140523T000000,1.0,132500.0,0,0,1967,,1080,0,1080,10500,1.0,3,4411 S 314th St,Auburn,WA 98001,USA
3,20140523T000000,1.0,467100.0,0,0,1973,,1190,430,1620,8645,1.75,3,6605-6609 141st Pl NE,Redmond,WA 98052,USA
3,20140523T000000,2.0,1610000.0,3,0,1990,,3060,1330,4390,11600,3.5,4,2758 68th Ave SE,Mercer Island,WA 98040,USA
5,20140523T000000,1.0,641000.0,0,0,1926,,940,680,1620,3975,1.75,3,6729 Dibble Ave NW,Seattle,WA 98117,USA
4,20140523T000000,1.0,350000.0,0,0,1947,,1010,0,1010,11244,1.0,3,16220 8th Ave NE,Shoreline,WA 98155,USA
4,20140523T000000,1.0,335000.0,0,0,1983,,1240,510,1750,8476,2.5,4,15216 SE 176th Pl,Renton,WA 98058,USA
3,20140523T000000,1.5,900000.0,3,0,2000,,4080,0,4080,217697,3.5,3,37739 Auburn Enumclaw Rd SE,Auburn,WA 98092,USA
4,20140523T000000,1.0,440000.0,0,0,1965,,1280,1280,2560,10400,2.5,4,749 Mountain View Pl SW,Issaquah,WA 98027,USA
4,20140523T000000,1.5,464600.0,0,0,1925,,1120,0,1120,5500,1.75,3,6617 Beveridge Pl SW,Seattle,WA 98136,USA
3,20140523T000000,2.0,1200000.0,0,0,2003,,4740,0,4740,172497,3.5,4,19933 NE 85th St,Redmond,WA 98053,USA
3,20140523T000000,1.0,300000.0,2,0,1947,,1340,0,1340,7788,1.0,2,7111 S Ryan St,Seattle,WA 98178,USA
3,20140523T000000,1.0,670500.0,0,0,1951,,1590,0,1590,6750,2.0,4,2333 12th Ave E,Seattle,WA 98102,USA
4,20140523T000000,1.0,552000.0,0,0,1919,,1080,350,1430,5000,1.0,3,6008 29th Ave NE,Seattle,WA 98115,USA
3,20140523T000000,1.0,244000.0,0,0,1943,,1450,0,1450,8960,1.0,4,1011 SW 118th St,Seattle,WA 98146,USA
3,20140523T000000,2.0,788600.0,0,0,2005,,3500,0,3500,7200,2.75,4,8930-9034 236th Ave NE,Redmond,WA 98053,USA
3,20140523T000000,1.0,445000.0,0,0,1987,,1630,0,1630,8702,2.0,3,1905 NE 29th Ct,Renton,WA 98056,USA
4,20140523T000000,1.0,530000.0,0,0,1951,,944,870,1814,5000,1.75,4,7532 44th Ave NE,Seattle,WA 98115,USA
3,20140523T000000,1.0,90000.0,0,0,1943,,580,0,580,7500,1.0,2,6621 S 131st Pl,Seattle,WA 98178,USA
